Timestamp,1. What is your current level of education? ,2. What is your gender? ,3. What is your primary field of study? ,4. Are you a domestic or foreign (international) student? ,5.  Are you currently working full-time or part-time while studying?,6. Which mode of education do you prefer?,7. Have you taken any online courses in the past year?,8(a) . What factors influence your choice of online  education?  (select all that apply),8(b).  What factors influence your choice of offline education?  (select all that apply),"9. How do you rate the effectiveness of online education on a scale of 1 to 5 (1 being ineffective, 5 being very effective)?",10. What challenges do you face in online education?  (select all that apply),11. How often do you engage with your instructors during online courses?,12. How satisfied are you with the quality of learning materials provided in online courses?,13. Do you feel that online education provides enough opportunities for collaboration and interaction with other students?,14. What benefits do you find in offline education compared to online education?  (select all that apply),"15. How satisfied are you with the availability of learning resources (labs, libraries) in offline education? ",16. How would you rate the classroom environment in terms of engagement and participation? ,17. Do you feel more motivated to study in an offline (in-person) setting compared to an online one? , 18.  Which mode of education has helped you achieve better grades or academic results?  ,"19. In your opinion, which mode of education, online or offline, better prepares you for getting a job?""  "
11/15/2024 18:16:42,Graduate,Male,engineering,Foreign (International) student,Not working,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Poor internet connection, Difficulty staying motivated, Technical difficulties",Sometimes,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Very satisfied,Excellent,Agree,Offline,Offline
11/15/2024 18:17:49,Undergraduate,Female,business,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",3,"Poor internet connection, Technical difficulties",Sometimes,Neutral,No,"Better interaction with instructors, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 18:21:32,Undergraduate,Male,information & technology,Foreign (International) student,Part-time,Offline (In-person),No,"Flexibility in schedule, Cost, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time, ","Flexibility in schedule, Cost, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments, ",5,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear, ",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity, ",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 19:13:08,Graduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Cost, Availability of courses, Avoiding travel/commute time","Flexibility in schedule, Cost",2,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Sometimes,Neutral,Yes,More structured schedule,Neutral,Average,Neutral,Offline,Offline
11/15/2024 19:13:46,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Convenience of location, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers",4,Difficulty staying motivated,Rarely,Neutral,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment",Satisfied,Excellent,Neutral,Online,Online
11/15/2024 19:14:20,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Interaction with peers/instructors","Flexibility in schedule, Cost",3,"Poor internet connection, Lack of interaction with peers",Sometimes,Neutral,Yes,"Better interaction with instructors, More structured schedule",Neutral,Average,Neutral,Offline,Offline
11/15/2024 19:15:30,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Quality of education, Interaction with peers/instructors, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers",4,"Lack of interaction with peers, Difficulty staying motivated",Rarely,Neutral,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment",Satisfied,Good,Agree,Online,Online
11/15/2024 20:09:04,Graduate,Female,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Quality of education","Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",3,"Lack of interaction with peers, Difficulty staying motivated, Doubts remain unclear",Very often,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), Doubt clarity",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 21:11:31,Graduate,Male,engineering,Foreign (International) student,Full-time,Online,Yes,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time","Cost, Convenience of location, Availability of courses",4,Lack of interaction with peers,Sometimes,Very satisfied,No,Easier to focus,Very satisfied,Excellent,Disagree,Online,Online
11/15/2024 22:28:46,Graduate,Female,science,Foreign (International) student,Not working,Offline (In-person),No,"Convenience of location, Avoiding travel/commute time","Flexibility in schedule, Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",3,"Poor internet connection, Lack of interaction with peers, Doubts remain unclear",Very often,Satisfied,Yes,"Better interaction with instructors, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 22:41:04,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Quality of education","Flexibility in schedule, Convenience of location",5,"Poor internet connection, Lack of interaction with peers, Lack of access to course materials",Never,Very satisfied,Yes,Better interaction with instructors,Very satisfied,Excellent,Strongly agree,Online,Online
11/16/2024 1:18:37,Graduate,Male,information & technology,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Avoiding travel/commute time",Face-to-face interaction with instructors and peers,5,Lack of access to course materials,Very often,Neutral,Yes,Better interaction with instructors,Neutral,Average,Neutral,Online,Online
11/16/2024 3:15:41,Graduate,Male,arts,Domestic student,Part-time,Offline (In-person),Yes,"Cost, Quality of education, Interaction with peers/instructors, Avoiding travel/commute time","Flexibility in schedule, Convenience of location, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",4,"Poor internet connection, Difficulty staying motivated, Lack of access to course materials, Doubts remain unclear",Sometimes,Unsatisfied,Yes,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Satisfied,Excellent,Strongly agree,Online,Offline
